Population,DayCount,Weight,TargetValue
2726,120,1.2640695071476895,0
14651,120,1.042499349567517,0
13975,120,1.047658306170006,0
86,120,2.239186238120062,0
1332,120,1.389817881732595,0
24932,120,0.9877569983304468,0
121154,120,0.8543484544710186,1
15570000,120,0.6038334994789727,0
10281,120,1.082467801604879,0
25062,120,0.9872498718730888,0
26937,120,0.9802678734890424,0
3191,120,1.2394026489937136,0
48203,120,0.927368732713563,0
20627,120,1.0066028460794587,0
20157,120,1.0089436283507267,0
696,120,1.5274672029976195,0
26225,120,0.982848645976872,0
2216,120,1.298042127687005,0
55155000,120,0.560989109714273,0
86085,120,0.8800413772134047,1
23528,120,0.9934443618009556,0
27036,120,0.9799154974073504,0
39598700,120,0.5716145299606019,10
7535591,120,0.6315065719166809,7
9207,120,1.0955508861842531,0
95379,120,0.8721723154947179,0
64697,120,0.902731936639846,0
12245,120,1.0623656854739354,0
17624,120,1.0228009300951146,0
37667,120,0.9490757998281898,0
122273473,120,0.5370058610194238,420
4736,120,1.1815918431956396,0
7426,120,1.1219721395507942,0
4046,120,1.2039879241900813,0
11004,120,1.074563419012547,0
51527,120,0.921669126385068,1
162466,120,0.8334562554064943,0
47632,120,0.9283946754533772,0
10650,120,1.0783520851486146,0
29898,120,0.9703480731125635,0
1751693,120,0.695599241704935,0
16159,120,1.031960398447319,0
18135000,120,0.5983239372026714,5
26868,120,0.9805143861816664,0
49025,120,0.9259168340559458,0
83020000,120,0.5484082088719254,0
15092,120,1.0392864474668957,0
8020,120,1.1123695246977252,0
35595,120,0.9541995157111104,0
26586,120,0.9815298024924828,0
305506,120,0.7917826910672758,0
25449,120,0.9857586441258828,0
126903,120,0.8509779227266684,0
10545,120,1.0795053626871165,0
656590,120,0.7465574420171966,1
26108,120,0.9832807502221652,1
7888,120,1.1144265718797628,0
994205,120,0.7241287074820821,26
23018,120,0.9956118169379559,0
3572665,120,0.6627422317475223,54
25127,120,0.9869974884188144,0
87808,120,0.8785092605825129,0
22671331,120,0.5904368672891587,0
17708,120,1.0223037790283205,0
41503,120,0.9404201438066232,0
55508,120,0.9153904221981004,0
8445,120,1.106017502897726,0
15574,120,1.035902050485973,0
51439,120,0.9218143472434412,0
7044,120,1.1286588181692256,0
15642,120,1.035434771816118,0
17231,120,1.025165412040431,0
152882,120,0.8377013734299863,0
51054,120,0.9224531663207386,0
14553,120,1.0432292122394402,0
541638,120,0.7574406228897261,0
398329,120,0.7754922074636718,0
